OBJECTID,Type,Mgt_Area,Comments,Shape_Leng
878,Double Track,Big River Management Area,None,1583.93086416
879,Double Track,Big River Management Area,None,3363.36344221
880,Double Track,Big River Management Area,None,3249.01743059
881,Double Track,Big River Management Area,None,1325.13093002
882,Double Track,Big River Management Area,None,11616.2178952
883,Double Track,Big River Management Area,None,3817.90678876
884,Double Track,Big River Management Area,None,1406.74638627
885,Double Track,Big River Management Area,None,3471.66522091
886,Double Track,Big River Management Area,None,1137.53505093
887,Double Track,Big River Management Area,None,535.573210153
888,Double Track,Big River Management Area,None,2135.78392344
889,Double Track,Big River Management Area,None,597.151676697
890,Double Track,Big River Management Area,None,2654.01535389
891,Double Track,Big River Management Area,None,2116.16042705
892,Double Track,Big River Management Area,None,1933.95175225
893,Double Track,Big River Management Area,None,3592.97113554
894,Double Track,Big River Management Area,None,1640.30254257
895,Double Track,Big River Management Area,None,9201.27041732
896,Double Track,Big River Management Area,None,1361.68712343
897,Double Track,Big River Management Area,None,828.130316772
898,Double Track,Big River Management Area,None,2544.69470261
899,Double Track,Big River Management Area,None,4918.91761278
900,Double Track,Big River Management Area,None,1093.41521637
901,Double Track,Big River Management Area,None,1649.68522936
902,Double Track,Big River Management Area,None,727.052007541
903,Double Track,Big River Management Area,None,1059.51570018
904,Double Track,Big River Management Area,None,1947.91548574
905,Double Track,Big River Management Area,None,660.470085497
906,Double Track,Big River Management Area,None,3653.23532483
907,Double Track,Big River Management Area,None,1553.01001839
908,Double Track,Big River Management Area,None,518.149096136
909,Double Track,Big River Management Area,None,800.755436535
910,Double Track,Big River Management Area,None,2364.05217667
911,Double Track,Big River Management Area,None,864.662724851
912,Double Track,Big River Management Area,None,434.070283308
913,Double Track,Big River Management Area,None,1634.8694526
914,Double Track,Big River Management Area,None,498.948896343
915,Double Track,Big River Management Area,None,2900.45253957
916,Double Track,Big River Management Area,None,1007.30911787
917,Double Track,Big River Management Area,None,1456.88290808
918,Double Track,Big River Management Area,None,476.141272677
919,Double Track,Big River Management Area,None,689.077852918
920,Double Track,Big River Management Area,None,2719.91321635
921,Double Track,Big River Management Area,None,1402.12168074
922,Double Track,Big River Management Area,None,4903.05284682
923,Double Track,Big River Management Area,None,1163.77891761
924,Double Track,Big River Management Area,None,5376.58876
925,Double Track,Big River Management Area,None,1285.15303763
926,Double Track,Big River Management Area,None,695.792023619
927,Double Track,Big River Management Area,None,2657.22952884
928,Double Track,Big River Management Area,None,376.261802598
929,Double Track,Big River Management Area,None,2057.66314045
930,Double Track,Big River Management Area,None,2625.48130896
931,Double Track,Big River Management Area,None,2127.19655787
932,Double Track,Big River Management Area,None,1225.21318644
933,Double Track,Big River Management Area,None,3509.57421434
934,Double Track,Big River Management Area,None,4782.06074562
935,Double Track,Big River Management Area,None,2110.28713806
936,Double Track,Big River Management Area,None,4153.35827412
937,Double Track,Big River Management Area,None,1249.27719354
938,Double Track,Big River Management Area,None,1907.21671069
939,Double Track,Big River Management Area,None,1401.67234434
940,Double Track,Big River Management Area,None,1916.89158691
941,Double Track,Big River Management Area,None,1412.12634968
942,Double Track,Big River Management Area,None,1331.83935596
943,Double Track,Big River Management Area,None,2833.10850343
944,Double Track,Big River Management Area,None,1043.10272068
945,Double Track,Big River Management Area,None,2266.89108206
946,Double Track,Big River Management Area,None,1808.17544048
947,Double Track,Big River Management Area,None,1482.71659339
948,Double Track,Big River Management Area,None,1368.38719756
949,Double Track,Big River Management Area,None,2162.8232724
950,Double Track,Big River Management Area,None,3526.93580769
951,Double Track,Big River Management Area,None,2424.30637129
952,Double Track,Big River Management Area,None,2600.63856817
953,Double Track,Black Farm Management Area,None,4593.12992191
954,Double Track,Black Farm Management Area,None,813.137734311
955,Double Track,Black Hut Management Area,None,6365.97640051
956,Double Track,Black Hut Management Area,None,6314.56027796
957,Double Track,Buck Hill Management Area,None,8026.39688595
958,Double Track,Buck Hill Management Area,None,1571.81920242
959,Double Track,Burlingame Management Area,None,322.067534762
960,Double Track,Burlingame State Park,COOP,2516.86791922
961,Double Track,Burlingame State Park,COOP,4135.4210464
962,Double Track,Burlingame State Park,None,3088.54311092
963,Double Track,Burlingame State Park,NORTH SOUTH TRAIL,2092.09178697
964,Double Track,Camp Nokewa,None,635.327627846
965,Double Track,Carolina Management Area,None,1105.19096342
966,Double Track,Carolina Management Area,None,4499.35391217
967,Double Track,Cocumcussoc,None,4094.66704
968,Double Track,Decoppett,Owner = Fish & Wildlife,3422.62361123
969,Double Track,Decoppett,Owner = Fish & Wildlife,6401.45657708
970,Double Track,Diamond Hill Reservation / Diamond Hill Park,None,3392.71111704
971,Double Track,Diamond Hill Reservation / Diamond Hill Park,None,2362.1271387
972,Double Track,Durfee Hill Management Area,None,7807.03943789
973,Double Track,Durfee Hill Management Area,None,4494.00336904
974,Double Track,George Washington Management Area,Ski Trail,3022.45112124
975,Double Track,Goddard Park,Bridle Path,3323.81939364
976,Double Track,Goddard Park,Bridle Path,1629.6256817
977,Double Track,Goddard Park,Bridle Path,842.845326289
978,Double Track,Great Swamp Management Area,None,19243.3474908
979,Double Track,Rodmans Hollow,COOP,2381.47293831
980,Double Track,Rome Point,None,925.569403256
981,Double Track,Rome Point,None,3413.8879764
982,Double Track,Scarborough Beach,Black Point,3223.09510516
983,Double Track,Simmons Mill Management Area,Simmons Mill,4850.31452994
984,Double Track,Simmons Mill Management Area,Simmons Mill,3383.94981888
985,Double Track,Simmons Mill Management Area,Simmons Mill,1759.30168234
986,Double Track,Simmons Mill Management Area,Simmons Mill,1662.54154323
987,Double Track,Wickaboxet Management Area,None,2126.60645305
988,Double Track,Wickaboxet Management Area,None,187.589853662
989,Double Track,Woody Hill Management Area,None,1695.81268628
990,Double Track,Woody Hill Management Area,None,3593.51307997
991,Double Track,Woody Hill Management Area,None,3116.23862873
992,Gravel Road,Arcadia Management Area,NEWMAN,1392.16457375
993,Gravel Road,Arcadia Management Area,NO NAME,2928.67881709
994,Gravel Road,Arcadia Management Area,NO NAME,549.46023805
995,Gravel Road,Arcadia Management Area,None,9895.64663409
996,Gravel Road,Arcadia Management Area,None,2426.96179815
997,Gravel Road,Arcadia Management Area,None,2594.69958482
998,Gravel Road,Arcadia Management Area,None,8009.3533918
999,Gravel Road,Arcadia Management Area,None,5458.16777058
1000,Gravel Road,Arcadia Management Area,None,3335.99651284
